Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
She Makes Me (Feel Alright),Journey,Look Into The Future,1976,3:11,4,0.401,0.908,9,-10.731,1,0.0658,0.000768,0.0045,0.131,0.631,103.729,19
Look into the Future,Journey,Look Into The Future,1976,8:10,4,0.277,0.652,2,-9.569,1,0.0533,0.048,0.047,0.119,0.19,117.748,23
I Would Find You,Journey,Next,1977,5:52,4,0.303,0.409,0,-13.182,1,0.0355,0.228,0.00974,0.0719,0.144,107.737,16
People,Journey,Next,1977,5:19,3,0.272,0.506,0,-11.752,1,0.0311,0.0165,0.33,0.0676,0.262,129.478,16
Here We Are,Journey,Next,1977,4:16,4,0.352,0.515,0,-11.623,1,0.0346,0.179,0.526,0.315,0.163,111.287,14
Next,Journey,Next,1977,5:27,4,0.277,0.755,2,-10.654,1,0.0545,0.0025,0.00976,0.0785,0.431,131.527,15
Spaceman,Journey,Next,1977,4:00,4,0.572,0.622,5,-10.479,1,0.03,0.161,0.142,0.121,0.353,120.356,20
Hustler,Journey,Next,1977,3:15,4,0.16,0.93,7,-10.14,1,0.263,0.00104,0.0387,0.85,0.457,176.502,15
Karma,Journey,Next,1977,5:07,4,0.182,0.845,9,-9.695,0,0.0879,0.000222,0.604,0.313,0.367,89.49,14
Nickel & Dime,Journey,Next,1977,4:13,5,0.318,0.871,11,-9.172,1,0.0369,0.00047,0.833,0.34,0.511,98.588,18
Opened the Door,Journey,Infinity,1978,4:37,4,0.202,0.527,0,-10.527,1,0.0481,0.257,0.0000411,0.321,0.144,131.941,29
Patiently,Journey,Infinity,1978,3:20,4,0.229,0.491,0,-10.434,1,0.0341,0.169,0.0000762,0.3,0.292,145.975,40
Anytime,Journey,Infinity,1978,3:28,4,0.253,0.701,9,-10.156,1,0.0432,0.00126,0.0000648,0.266,0.614,144.993,50
Lights,Journey,Infinity,1978,3:10,3,0.193,0.498,7,-9.901,1,0.0381,0.107,0.00711,0.332,0.344,205.422,63
Winds of March,Journey,Infinity,1978,5:04,4,0.394,0.589,0,-9.378,0,0.0397,0.0626,0.0111,0.0941,0.16,122.594,33
Feeling That Way,Journey,Infinity,1978,3:27,4,0.302,0.602,5,-9.122,1,0.0374,0.227,0.00355,0.171,0.365,145.995,51
Wheel in the Sky,Journey,Infinity,1978,4:12,4,0.442,0.745,2,-8.623,0,0.0741,0.084,0.0000218,0.136,0.368,105.184,64
Somethin' to Hide,Journey,Infinity,1978,3:26,4,0.248,0.649,2,-8.348,0,0.048,0.0542,0.0021,0.129,0.247,110.646,31
La Do Da,Journey,Infinity,1978,3:01,3,0.264,0.878,9,-8.329,1,0.0565,0.00762,0.0399,0.228,0.655,112.595,37
Can Do,Journey,Infinity,1978,2:39,4,0.11,0.845,2,-8.152,1,0.0882,0.0303,0.00000183,0.104,0.426,196.013,29
Majestic,Journey,Evolution,1979,1:15,4,0.113,0.559,4,-9.042,1,0.0361,0.191,0.909,0.117,0.0828,67.844,35
"Lovin', Touchin', Squeezin'",Journey,Evolution,1979,3:50,3,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27,60
Daydream,Journey,Evolution,1979,4:41,4,0.393,0.655,7,-8.576,1,0.0352,0.0267,0.00524,0.166,0.398,141.847,25
Sweet and Simple,Journey,Evolution,1979,4:11,4,0.49,0.441,9,-8.21,1,0.0301,0.176,0.0000104,0.472,0.247,130.632,38
City of the Angels,Journey,Evolution,1979,3:07,4,0.514,0.634,0,-7.902,1,0.0373,0.0391,0,0.146,0.443,86.445,41
Just the Same Way,Journey,Evolution,1979,3:17,4,0.422,0.746,2,-7.65,1,0.0453,0.0996,0,0.0931,0.471,101.343,44
Lovin' You Is Easy,Journey,Evolution,1979,3:36,4,0.571,0.72,9,-7.428,0,0.0326,0.0374,0.0000984,0.111,0.393,109.857,27
When You're Alone (It Ain't Easy),Journey,Evolution,1979,3:09,4,0.583,0.811,4,-7.416,0,0.0638,0.0942,0.00000501,0.123,0.712,124.05,27
Too Late,Journey,Evolution,1979,2:58,4,0.508,0.52,11,-7.39,0,0.0294,0.0519,0.00000117,0.0842,0.294,126.63,37
Lady Luck,Journey,Evolution,1979,3:34,4,0.428,0.81,9,-7.244,1,0.0367,0.0371,0.0000282,0.47,0.453,140.605,23
Do You Recall,Journey,Evolution,1979,3:13,4,0.666,0.754,5,-6.498,1,0.046,0.0161,0.0000259,0.57,0.501,117.441,26
Departure,Journey,Departure,1980,0:38,4,0.315,0.13,0,-14.966,1,0.0332,0.982,0.729,0.195,0.474,127.142,24
Walks Like a Lady,Journey,Departure,1980,3:16,4,0.719,0.405,5,-14.065,1,0.0733,0.139,0,0.0447,0.654,131.634,32
Good Morning Girl,Journey,Departure,1980,1:43,5,0.195,0.178,9,-12.771,1,0.0329,0.954,0.00000521,0.128,0.0753,166.839,28
People and Places,Journey,Departure,1980,5:04,4,0.339,0.417,9,-8.172,1,0.0288,0.294,0.00000142,0.102,0.105,144.476,27
Precious Time,Journey,Departure,1980,4:49,4,0.428,0.826,2,-8.159,1,0.0602,0.0219,0.00000827,0.252,0.545,122.132,26
Stay Awhile,Journey,Departure,1980,2:46,3,0.395,0.46,7,-7.76,1,0.0269,0.063,0.00000797,0.221,0.238,180.838,41
Homemade Love,Journey,Departure,1980,2:52,4,0.398,0.856,9,-7.733,1,0.0935,0.0244,0.00000947,0.169,0.758,178.672,23
Someday Soon,Journey,Departure,1980,3:31,4,0.406,0.678,0,-7.507,1,0.0383,0.0123,0.000034,0.391,0.376,145.02,29
Any Way You Want It,Journey,Departure,1980,3:21,4,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,76
Where Were You,Journey,Departure,1980,3:00,4,0.546,0.811,2,-7.316,1,0.0551,0.02,0.000137,0.0759,0.641,144.031,31
I'm Cryin',Journey,Departure,1980,3:42,3,0.181,0.791,0,-7.244,1,0.0696,0.145,0.065,0.764,0.134,190.891,26
Line of Fire,Journey,Departure,1980,3:04,4,0.32,0.935,2,-7.122,1,0.0607,0.000486,0.0000951,0.262,0.596,166.695,26
Little Girl,Journey,Departure,1980,5:47,4,0.262,0.522,4,-6.781,1,0.0316,0.406,0.000038,0.185,0.0664,137.23,24
Natural Thing,Journey,Departure,1980,3:42,3,0.48,0.503,5,-6.563,1,0.0342,0.13,0,0.072,0.313,122.569,23
Open Arms,Journey,Escape,1981,3:19,3,0.434,0.237,2,-9.933,1,0.0271,0.619,0,0.124,0.151,100.875,68
Stone in Love,Journey,Escape,1981,4:25,4,0.503,0.889,0,-8.447,1,0.0826,0.00476,0.000759,0.67,0.472,119.289,61
Who's Crying Now,Journey,Escape,1981,4:59,4,0.568,0.607,9,-7.735,0,0.0296,0.0587,0,0.131,0.327,121.984,63
Don't Stop Believin',Journey,Escape,1981,4:09,4,0.505,0.754,4,-7.435,1,0.0366,0.132,0,0.204,0.51,119.204,87
Still They Ride,Journey,Escape,1981,3:49,4,0.335,0.634,0,-7.087,1,0.0348,0.264,0,0.162,0.237,132.177,48
Escape,Journey,Escape,1981,5:16,4,0.446,0.922,4,-6.945,1,0.0589,0.00613,0.0000224,0.258,0.597,132.884,45
Keep on Runnin',Journey,Escape,1981,3:38,4,0.437,0.965,7,-6.82,1,0.137,0.028,0.000178,0.318,0.332,166.452,39
"Mother, Father",Journey,Escape,1981,5:28,4,0.442,0.836,7,-6.661,1,0.0553,0.0424,0.0000016,0.295,0.189,139.17,41
Lay It Down,Journey,Escape,1981,4:12,4,0.485,0.957,0,-6.547,1,0.0504,0.00118,0.0000564,0.567,0.347,129.352,36
Dead or Alive,Journey,Escape,1981,3:20,4,0.355,0.979,9,-6.121,1,0.1,0.000903,0.000292,0.136,0.373,190.566,34
Send Her My Love,Journey,Frontiers,1983,3:54,4,0.493,0.706,4,-5.919,0,0.0368,0.19,0,0.247,0.237,125.031,54
After the Fall,Journey,Frontiers,1983,5:00,4,0.49,0.858,9,-5.651,0,0.0518,0.037,0.0000173,0.0441,0.523,100.078,43
Faithfully,Journey,Frontiers,1983,4:26,4,0.419,0.603,11,-5.63,1,0.0284,0.215,0,0.0997,0.232,129.538,68
Troubled Child,Journey,Frontiers,1983,4:28,3,0.272,0.728,9,-5.529,0,0.0336,0.267,0,0.251,0.382,134.875,33
Chain Reaction,Journey,Frontiers,1983,4:19,4,0.505,0.957,2,-4.854,1,0.058,0.0534,0.000001,0.703,0.392,124.478,40
Separate Ways (Worlds Apart) [2023 Remaster],Journey,Frontiers,1983,5:23,4,0.469,0.96,4,-4.809,0,0.0629,0.141,0.00000181,0.334,0.37,131.707,72
Rubicon,Journey,Frontiers,1983,4:17,4,0.47,0.89,9,-4.232,1,0.0412,0.0689,0.00000808,0.329,0.378,100.544,30
Back Talk,Journey,Frontiers,1983,3:16,4,0.375,0.985,2,-4.179,1,0.0572,0.0189,0.0000222,0.238,0.443,97.69,28
Edge of the Blade,Journey,Frontiers,1983,4:30,4,0.211,0.947,2,-4.138,0,0.0551,0.0348,0.0000244,0.247,0.474,141.323,39
Frontiers,Journey,Frontiers,1983,4:09,4,0.348,0.977,9,-3.549,0,0.0556,0.125,0.00000363,0.0874,0.679,164.915,30
I'll Be Alright Without You,Journey,Raised On Radio,1986,4:49,4,0.549,0.803,2,-4.502,1,0.0386,0.119,0.0000142,0.0634,0.605,97.201,46
Happy to Give,Journey,Raised On Radio,1986,3:50,3,0.205,0.771,5,-4.266,0,0.0365,0.0933,0.00000689,0.332,0.34,206.396,39
It Could Have Been You,Journey,Raised On Radio,1986,3:37,4,0.485,0.919,11,-4.026,0,0.0524,0.202,0.00000737,0.334,0.604,87.222,32
Once You Love Somebody,Journey,Raised On Radio,1986,4:40,4,0.631,0.886,4,-3.759,0,0.0573,0.193,0.000262,0.0453,0.801,103.148,33
I'll Be Alright Without You - Live Video Mix,Journey,Raised On Radio,1986,5:01,4,0.431,0.979,2,-3.624,1,0.111,0.0177,0.00000436,0.985,0.376,105.514,28
The Eyes of a Woman,Journey,Raised On Radio,1986,4:32,4,0.536,0.936,5,-3.607,1,0.0581,0.0586,0.000627,0.231,0.492,117.539,31
Why Can't This Night Go On Forever,Journey,Raised On Radio,1986,3:41,4,0.346,0.73,9,-3.508,1,0.0365,0.266,0.00000638,0.133,0.293,119.224,45
Raised on Radio,Journey,Raised On Radio,1986,3:49,4,0.353,0.989,7,-2.782,1,0.265,0.0115,0.000046,0.111,0.0908,158.001,30
Be Good to Yourself,Journey,Raised On Radio,1986,3:51,4,0.35,0.986,0,-2.682,1,0.067,0.0247,0.00000661,0.315,0.357,148.937,50
Positive Touch,Journey,Raised On Radio,1986,4:17,4,0.392,0.932,0,-2.44,0,0.111,0.0783,0.000514,0.0827,0.686,181.043,40
Girl Can't Help It,Journey,Raised On Radio,1986,3:50,4,0.517,0.922,9,-2.341,0,0.078,0.0556,0.00000415,0.358,0.448,126.028,52
Suzanne,Journey,Raised On Radio,1986,3:38,4,0.52,0.952,10,-2.304,1,0.0538,0.23,0.0000252,0.325,0.574,88.002,43
Girl Can't Help It - Live Video Mix,Journey,Raised On Radio,1986,4:17,4,0.304,0.992,9,-1.196,0,0.136,0.00426,0,0.493,0.224,130.093,28
It's Just the Rain,Journey,Trial By Fire,1996,5:19,4,0.526,0.603,5,-7.851,1,0.0324,0.0341,0.0000174,0.128,0.231,72.609,38
Colors of the Spirit,Journey,Trial By Fire,1996,5:40,4,0.439,0.733,2,-6.421,0,0.0396,0.163,0,0.0734,0.435,89.939,21
Easy to Fall,Journey,Trial By Fire,1996,5:13,4,0.477,0.565,9,-6.286,1,0.0269,0.286,0.00000179,0.178,0.183,139.145,24
Still She Cries,Journey,Trial By Fire,1996,5:03,4,0.655,0.683,9,-6.28,0,0.0246,0.176,0.0000313,0.0918,0.168,111.199,39
When I Think of You,Journey,Trial By Fire,1996,4:20,4,0.556,0.45,2,-6.178,1,0.0283,0.267,0,0.307,0.232,117.41,37
Baby I'm a Leavin' You,Journey,Trial By Fire,1996,2:47,4,0.536,0.615,2,-6.074,1,0.0647,0.276,0,0.307,0.656,62.174,20
Trial by Fire,Journey,Trial By Fire,1996,4:40,4,0.282,0.627,2,-5.944,1,0.03,0.171,0.000697,0.149,0.0644,147.331,24
When You Love a Woman,Journey,Trial By Fire,1996,4:06,4,0.514,0.514,1,-5.82,1,0.0275,0.253,0,0.258,0.218,132.145,55
If He Should Break Your Heart,Journey,Trial By Fire,1996,4:23,4,0.586,0.791,4,-5.47,1,0.0267,0.0146,0,0.248,0.607,103.057,39
Don't Be Down On Me Baby,Journey,Trial By Fire,1996,4:00,3,0.309,0.555,4,-5.043,1,0.0302,0.249,0,0.133,0.109,127.026,25
Can't Tame the Lion,Journey,Trial By Fire,1996,4:30,4,0.46,0.945,4,-5.026,1,0.0716,0.0015,0.000039,0.235,0.534,132.245,21
Message of Love,Journey,Trial By Fire,1996,5:34,4,0.463,0.943,4,-4.952,0,0.071,0.00626,0,0.431,0.395,141.301,31
Castles Burning,Journey,Trial By Fire,1996,5:58,4,0.464,0.929,0,-4.615,1,0.0446,0.000255,0.0000153,0.591,0.395,101.168,21
Forever in Blue,Journey,Trial By Fire,1996,3:35,4,0.617,0.868,3,-4.57,1,0.0445,0.0936,0,0.0555,0.71,125.207,24
One More,Journey,Trial By Fire,1996,5:27,4,0.466,0.972,1,-4.264,1,0.085,0.00674,0.0000015,0.143,0.342,112.138,23
I Can See It in Your Eyes,Journey,Trial By Fire,1996,4:12,4,0.322,0.957,7,-3.798,1,0.0542,0.00917,0,0.35,0.533,166.365,18
Kiss Me Softly,Journey,Arrival,2000,4:47,4,0.426,0.655,4,-7.949,0,0.0367,0.17,0.0000123,0.125,0.275,82.136,21
Loved by You,Journey,Arrival,2000,4:02,4,0.448,0.524,9,-7.337,0,0.0266,0.492,0.00000112,0.129,0.356,71.174,37
Livin' to Do,Journey,Arrival,2000,6:24,3,0.302,0.574,11,-6.715,0,0.0291,0.166,0.000228,0.162,0.206,150.973,19
Signs of Life,Journey,Arrival,2000,4:54,4,0.563,0.79,2,-6.182,1,0.0285,0.0551,0,0.116,0.324,110.084,23
We Will Meet Again,Journey,Arrival,2000,5:05,4,0.391,0.818,4,-6.176,1,0.0507,0.0118,0.000463,0.127,0.641,158.069,17
With Your Love,Journey,Arrival,2000,4:25,4,0.412,0.639,9,-6.091,1,0.0306,0.328,0.0000245,0.147,0.31,138.636,36
Live and Breathe,Journey,Arrival,2000,5:15,4,0.485,0.74,0,-5.941,1,0.0303,0.0661,0,0.0959,0.634,70.827,18
World Gone Wild,Journey,Arrival,2000,6:00,4,0.394,0.913,2,-5.592,1,0.0712,0.00215,0.000907,0.151,0.198,150.977,17
All the Way,Journey,Arrival,2000,3:35,4,0.32,0.583,0,-5.531,1,0.0288,0.234,0,0.199,0.358,74.888,37
Lifetime of Dreams,Journey,Arrival,2000,5:29,4,0.225,0.787,7,-4.768,1,0.0407,0.13,0,0.204,0.409,56.341,19
Higher Place,Journey,Arrival,2000,5:09,4,0.482,0.913,5,-4.727,1,0.108,0.00513,0.000252,0.26,0.576,143.485,38
All the Things,Journey,Arrival,2000,4:22,4,0.374,0.909,7,-4.723,1,0.0593,0.0183,0.0000291,0.0676,0.704,170.126,18
To Be Alive Again,Journey,Arrival,2000,4:21,4,0.523,0.911,7,-4.71,1,0.0507,0.0667,0,0.326,0.702,131.275,18
Nothin' Comes Close,Journey,Arrival,2000,5:41,4,0.523,0.888,9,-4.502,1,0.0477,0.021,0,0.246,0.452,121.482,16
I Got a Reason,Journey,Arrival,2000,4:18,4,0.511,0.922,2,-4.487,1,0.035,0.0403,0,0.114,0.599,113.699,18
Open Arms [Re-Recorded],Journey,Revelation,2008,3:22,3,0.328,0.382,2,-6.644,1,0.0264,0.594,0,0.135,0.201,98.012,31
Faithfully (Re-Recorded),Journey,Revelation,2008,4:47,4,0.351,0.597,11,-6.038,1,0.0299,0.104,0.00000181,0.139,0.296,128.282,28
The Journey (Revelation),Journey,Revelation,2008,5:25,4,0.158,0.695,9,-5.719,1,0.0542,0.201,0.937,0.198,0.0916,140.747,18
After All These Years,Journey,Revelation,2008,4:10,4,0.308,0.597,11,-5.536,1,0.0344,0.155,0,0.0985,0.167,127.5,43
What I Needed,Journey,Revelation,2008,5:28,4,0.473,0.677,7,-5.382,1,0.0342,0.0531,0,0.1,0.158,115.955,21
Don't Stop Believin' (Re-Recorded),Journey,Revelation,2008,4:55,4,0.523,0.861,4,-5.362,1,0.0477,0.0199,0,0.17,0.398,118.61,32
Who's Crying Now (Re-Recorded),Journey,Revelation,2008,5:16,4,0.469,0.705,9,-5.173,0,0.0476,0.158,0,0.11,0.323,120.145,25
Change for the Better,Journey,Revelation,2008,5:52,4,0.491,0.87,9,-5.146,1,0.0475,0.00661,0.00000101,0.123,0.363,141.961,22
Only the Young (Re-Recorded),Journey,Revelation,2008,4:14,4,0.35,0.836,0,-4.957,1,0.0389,0.000939,0.00000119,0.154,0.614,145.733,27
Like a Sunshower,Journey,Revelation,2008,4:29,3,0.258,0.7,2,-4.864,1,0.0329,0.153,0,0.212,0.297,173.769,23
Faith in the Heartland,Journey,Revelation,2008,6:18,4,0.427,0.906,9,-4.835,1,0.0679,0.00116,0.00000173,0.379,0.248,115.934,25
Lights (Re-Recorded),Journey,Revelation,2008,3:16,3,0.469,0.589,7,-4.832,1,0.0295,0.0389,0,0.0959,0.381,103.47,24
Separate Ways (Worlds Apart) [Re-Recorded],Journey,Revelation,2008,5:27,4,0.449,0.946,4,-4.618,0,0.174,0.00231,0,0.235,0.275,131.039,32
What It Takes to Win,Journey,Revelation,2008,5:23,4,0.516,0.935,4,-4.411,0,0.054,0.027,0,0.336,0.237,120.014,21
Turn Down the World Tonight,Journey,Revelation,2008,4:56,4,0.492,0.659,9,-4.391,1,0.0282,0.27,0,0.157,0.272,115.062,26
Wheel in the Sky (Re-Recorded),Journey,Revelation,2008,5:01,4,0.463,0.923,2,-4.222,0,0.072,0.00696,0,0.125,0.638,104.915,28
Where Did I Lose Your Love,Journey,Revelation,2008,5:02,4,0.476,0.882,5,-4.213,0,0.0477,0.0015,0,0.0929,0.315,127.951,24
Never Walk Away,Journey,Revelation,2008,4:19,4,0.409,0.919,4,-4.02,0,0.057,0.0017,0.00000112,0.372,0.484,137.789,36
Any Way You Want It (Re-Recorded),Journey,Revelation,2008,3:25,4,0.487,0.967,7,-3.975,1,0.0836,0.0115,0,0.186,0.414,138.007,25
Wildest Dream,Journey,Revelation,2008,5:02,4,0.39,0.98,2,-3.894,1,0.114,0.00105,0,0.382,0.268,152.883,20
She's a Mystery,Journey,Eclipse,2011,6:40,4,0.198,0.743,9,-5.988,1,0.0352,0.011,0.0000196,0.398,0.316,93.018,19
Venus,Journey,Eclipse,2011,3:34,4,0.229,0.964,0,-5.348,1,0.0828,0.00000194,0.0681,0.425,0.131,150.054,14
Tantra,Journey,Eclipse,2011,6:27,4,0.362,0.623,4,-5.311,0,0.0329,0.0419,0,0.358,0.174,55.481,22
Resonate,Journey,Eclipse,2011,5:11,4,0.428,0.87,2,-5.122,1,0.0471,0.0147,0,0.11,0.173,92.019,18
Chain of Love,Journey,Eclipse,2011,6:10,4,0.517,0.833,10,-4.746,0,0.043,0.0822,0.0000011,0.236,0.153,98.009,21
To Whom It May Concern,Journey,Eclipse,2011,5:15,4,0.438,0.695,0,-4.72,1,0.0277,0.000981,0,0.0886,0.419,75.022,16
Human Feel,Journey,Eclipse,2011,6:43,4,0.553,0.939,4,-4.465,0,0.0732,0.000069,0.00000278,0.0571,0.536,118.007,16
City of Hope,Journey,Eclipse,2011,6:02,4,0.521,0.957,4,-4.114,1,0.0514,0.00058,0,0.36,0.485,101.975,26
Anything Is Possible,Journey,Eclipse,2011,5:21,4,0.528,0.868,9,-4.112,1,0.0284,0.0155,0.00000131,0.238,0.521,91.995,20
Ritual,Journey,Eclipse,2011,4:56,4,0.414,0.957,7,-3.932,1,0.0638,0.00047,0,0.365,0.477,148.091,15
Edge of the Moment,Journey,Eclipse,2011,5:26,4,0.498,0.941,3,-3.554,0,0.0742,0.00098,0,0.183,0.401,112.037,21
Someone,Journey,Eclipse,2011,4:34,4,0.444,0.914,11,-3.098,0,0.0568,0.00607,0,0.0546,0.547,131.78,16
Still Believe In Love,Journey,Freedom,2022,5:15,4,0.468,0.611,11,-8.429,0,0.0334,0.0249,0.0000838,0.222,0.245,117.943,18
All Day And All Night,Journey,Freedom,2022,3:38,4,0.53,0.775,8,-6.764,1,0.0795,0.0214,0.000105,0.165,0.629,98.883,15
After Glow,Journey,Freedom,2022,5:21,4,0.39,0.735,10,-6.684,0,0.048,0.2,0.105,0.0666,0.26,121.051,17
Beautiful As You Are,Journey,Freedom,2022,7:09,4,0.395,0.834,1,-6.649,0,0.0527,0.183,0.00154,0.0949,0.15,128.037,15
Live To Love Again,Journey,Freedom,2022,5:30,4,0.353,0.652,4,-6.611,1,0.0348,0.0802,0.00000177,0.106,0.382,139.832,17
Holdin On,Journey,Freedom,2022,3:13,4,0.469,0.954,8,-6.13,0,0.0792,0.00318,0.0000655,0.0984,0.517,134.12,14
Life Rolls On,Journey,Freedom,2022,4:57,4,0.464,0.808,9,-6.089,1,0.0435,0.0498,0.00000155,0.353,0.336,110.967,14
You Got The Best Of Me,Journey,Freedom,2022,5:33,4,0.408,0.89,1,-5.913,1,0.0577,0.000381,0.000795,0.195,0.373,145.981,41
Don't Give Up On Us,Journey,Freedom,2022,5:22,4,0.511,0.889,1,-5.623,1,0.0457,0.00039,0,0.139,0.43,121.022,23
United We Stand,Journey,Freedom,2022,5:04,4,0.486,0.87,6,-5.494,1,0.0482,0.00793,0,0.328,0.513,117.952,18
Together We Run,Journey,Freedom,2022,4:48,4,0.447,0.848,0,-5.421,1,0.122,0.00825,0,0.102,0.239,132.998,21
The Way We Used To Be,Journey,Freedom,2022,3:35,4,0.469,0.9,10,-5.256,0,0.0444,0.00357,0,0.0639,0.522,92.022,20
Let It Rain,Journey,Freedom,2022,4:39,4,0.473,0.917,11,-5.152,0,0.0493,0.00292,0.309,0.116,0.379,127.07,24
Don't Go,Journey,Freedom,2022,4:58,4,0.389,0.912,9,-4.706,1,0.0729,0.000254,0,0.3,0.423,142.101,15
Come Away With Me,Journey,Freedom,2022,4:02,4,0.497,0.965,10,-3.319,0,0.0987,0.000403,0.03,0.285,0.347,123.973,16
Cavier And Meths,Judas Priest,Rocka Rolla,1974,2:03,4,0.606,0.394,2,-20.466,1,0.0549,0.0906,0.578,0.092,0.752,121.37,19
Dying To Meet You,Judas Priest,Rocka Rolla,1974,6:19,4,0.406,0.397,11,-15.498,0,0.0478,0.0995,0.754,0.167,0.287,114.998,21
Run Of The Mill,Judas Priest,Rocka Rolla,1974,8:33,4,0.543,0.387,0,-13.64,1,0.0362,0.0579,0.682,0.182,0.255,127.188,24
Winter/deep Freeze/winter Retreat/cheater,Judas Priest,Rocka Rolla,1974,9:29,4,0.279,0.445,2,-13.149,1,0.0538,0.0613,0.744,0.115,0.166,92.939,21
One For The Road,Judas Priest,Rocka Rolla,1974,4:34,5,0.653,0.373,11,-12.93,0,0.0274,0.00753,0.845,0.111,0.627,98.671,25
Never Satisfied,Judas Priest,Rocka Rolla,1974,4:50,4,0.273,0.468,2,-12.652,0,0.0318,0.0327,0.513,0.11,0.383,77.667,21
Rocka Rolla,Judas Priest,Rocka Rolla,1974,3:02,4,0.571,0.514,9,-12.122,1,0.0481,0.00144,0.713,0.132,0.604,125.38,30
Diamonds And Rust,Judas Priest,Rocka Rolla,1974,3:14,4,0.377,0.571,0,-11.267,1,0.0404,0.228,0.00102,0.126,0.333,139.683,24
Prelude,Judas Priest,Sad Wings Of Destiny,1976,2:02,4,0.329,0.155,2,-18.545,1,0.0302,0.00185,0.834,0.185,0.147,81.402,23
Epitaph,Judas Priest,Sad Wings Of Destiny,1976,3:07,4,0.428,0.124,0,-15.481,1,0.037,0.896,0.00000233,0.14,0.284,104.24,23
Dreamer Deceiver,Judas Priest,Sad Wings Of Destiny,1976,5:54,4,0.326,0.291,2,-14.192,1,0.0301,0.00462,0.15,0.61,0.185,105.317,31
Victim Of Changes,Judas Priest,Sad Wings Of Destiny,1976,7:48,4,0.291,0.326,2,-13.92,1,0.0336,0.000843,0.223,0.0864,0.264,74.263,39
The Ripper,Judas Priest,Sad Wings Of Destiny,1976,2:50,4,0.402,0.57,2,-13.054,1,0.0489,0.0158,0.000104,0.402,0.568,145.55,34
Deceiver,Judas Priest,Sad Wings Of Destiny,1976,2:44,4,0.436,0.49,2,-11.505,1,0.0291,0.000308,0.438,0.104,0.459,141.96,29
Genocide,Judas Priest,Sad Wings Of Destiny,1976,5:48,4,0.482,0.647,9,-11.249,1,0.0936,0.000838,0.00313,0.0669,0.595,130.063,25
Island Of Domination,Judas Priest,Sad Wings Of Destiny,1976,4:23,4,0.291,0.48,11,-10.735,0,0.0432,0.00954,0.00251,0.136,0.347,72.059,24
Tyrant,Judas Priest,Sad Wings Of Destiny,1976,4:27,4,0.344,0.667,6,-9.771,0,0.0419,0.0000434,0.051,0.185,0.586,91.406,29
Jawbreaker - Live,Judas Priest,Sin After Sin,1977,4:00,4,0.447,0.939,4,-8.392,0,0.08,0.000106,0.462,0.978,0.177,103.8,23
Last Rose of Summer,Judas Priest,Sin After Sin,1977,5:36,4,0.583,0.493,9,-7.416,1,0.0285,0.198,0.0000173,0.291,0.42,121.508,30
Here Come the Tears,Judas Priest,Sin After Sin,1977,4:36,3,0.247,0.516,4,-7.126,0,0.0356,0.042,0.0213,0.327,0.133,143.029,32
Race with the Devil,Judas Priest,Sin After Sin,1977,3:06,4,0.35,0.79,0,-5.281,1,0.0407,0.0332,0,0.218,0.461,79.664,29
Diamonds and Rust,Judas Priest,Sin After Sin,1977,3:23,4,0.469,0.875,4,-5.072,0,0.0952,0.0685,0,0.102,0.377,134.36,44
Dissident Aggressor,Judas Priest,Sin After Sin,1977,3:06,1,0.381,0.979,9,-5.065,0,0.144,0.00746,0.202,0.865,0.174,103.056,36
Let Us Prey / Call for the Priest,Judas Priest,Sin After Sin,1977,6:12,4,0.35,0.938,2,-5.055,1,0.0675,0.000997,0.000123,0.109,0.228,128.296,28
Starbreaker,Judas Priest,Sin After Sin,1977,4:47,4,0.385,0.847,6,-4.487,0,0.0964,0.00476,0.00000117,0.0509,0.765,142.729,32
Raw Deal,Judas Priest,Sin After Sin,1977,5:58,4,0.251,0.9,2,-4.374,1,0.0538,0.0485,0.0000356,0.439,0.443,165.81,28
Sinner,Judas Priest,Sin After Sin,1977,6:43,4,0.194,0.922,9,-3.58,1,0.0585,0.00262,0.0048,0.389,0.491,183.1,36
Take on the World,Judas Priest,Killing Machine,1978,3:00,4,0.594,0.748,11,-8.844,0,0.259,0.0309,0,0.108,0.515,178.818,30
Evening Star,Judas Priest,Killing Machine,1978,4:06,4,0.406,0.76,0,-7.297,1,0.0761,0.105,0,0.155,0.298,133.51,29
The Green Manalishi (With the Two Pronged Crown),Judas Priest,Killing Machine,1978,3:22,4,0.554,0.79,9,-7.126,1,0.0695,0.000738,0.00401,0.342,0.598,124.336,44
Killing Machine,Judas Priest,Killing Machine,1978,3:01,4,0.497,0.903,6,-6.893,0,0.135,0.0092,0.0000344,0.122,0.625,88.479,29
Burnin' Up,Judas Priest,Killing Machine,1978,4:06,4,0.448,0.932,9,-6.8,1,0.158,0.0263,0.0000923,0.0984,0.165,110.459,28
Before the Dawn,Judas Priest,Killing Machine,1978,3:23,4,0.461,0.415,4,-6.784,0,0.025,0.645,0.00000395,0.108,0.23,105.401,46
