name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
On Dark Terms,06-02-2024,2200,7.99,27226.0,6.475462698359167,69,Indie,Dimensionless Games,Dimensionless Games,2159530
Gym Manager,31-07-2024,3748,9.99,27202.0,4.666010702410133,73,AA,PlayWay S.A.,Han GAMES,2337460
Saving Mrs. Hinako,11-03-2024,2478,14.99,27180.0,3.805478102347424,86,Indie,Shiravune,Studio Pork,2626240
Sister's Curriculum,18-04-2024,1929,16.99,27085.0,5.77800014739662,97,Indie,WAZAZAK,WAZAZAK,2865590
The Witch's Cauldron,24-01-2024,10808,7.99,27071.0,3.7517024297797663,92,Indie,Harvey games,Harvey games,2251010
ODDADA,15-08-2024,3310,9.99,27005.0,2.9408445555530567,97,Indie,Sven Ahlgrimm,"Sven Ahlgrimm,Mathilde Hoffmann,Bastian Clausdorff",1627870
所谓侠客 So-called Hero,14-02-2024,1774,18.99,26984.0,11.002328810495042,84,Indie,NewSmile Games,NewSmile Games,1116080
Dojo Masters,17-07-2024,2357,14.99,26897.0,4.809430831728505,95,Indie,Pixeled Vision,Pixeled Vision,2538000
Speed Crew,31-01-2024,1695,19.99,26802.0,3.066085176262451,100,Indie,Wild Fields,Wild Fields,2367480
Voyager-19,19-05-2024,8793,3.99,26619.0,0.6285501794880277,90,Indie,Deep Root Interactive,Deep Root Interactive,2925510
Speedway Challenge 2024,01-04-2024,18737,0.0,26579.0,17.326728582072302,71,Indie,Artur Berkowski Berobasket,Artur Berkowski Berobasket,2750960
Baisu,30-05-2024,2991,9.99,26577.0,1.3899661468439524,87,Indie,Tripleducks studio,Tripleducks studio,2821850
DunHero,12-02-2024,4457,7.99,26516.0,7.653905015173358,90,Indie,Dev Kacper,Dev Kacper,2270210
Empires Shall Fall,19-02-2024,2586,12.99,26457.0,5.06349975482512,92,Indie,"Weird Penguin Games,Electronic Sheep Games",Weird Penguin Games,1477170
Night Bus,08-04-2024,6008,4.99,26436.0,0.8439386307135183,89,Indie,Liquid Static Studio,Liquid Static Studio,2820800
Descending The Woods,12-07-2024,1876,18.99,26435.0,4.11667969946909,54,Indie,AIONWARE LTD,AIONWARE LTD,2868070
One-inch Tactics,19-05-2024,1790,19.99,26321.0,5.338793062420716,96,Indie,KOMODO,KOGADO STUDIO,2743970
ZOMBIE RAID: No One Survives,12-07-2024,1912,14.99,26312.0,7.861631492084579,56,Indie,Red Dot Studio,Red Dot Studio,688540
Drake's Dungeon,15-01-2024,827,34.99,26043.0,5.879234362977851,92,Indie,hotchaWorks,hotchaWorks,2313670
Taskmaster VR,19-06-2024,1253,24.99,26027.0,1.2380134733088026,51,Indie,Draw & Code,Scallywag Arcade,2698450
永恒幻境 Eternal Dreamland,31-01-2024,4968,6.99,26013.0,6.974941044986054,46,Indie,Eternal,Eternal,2722270
Footgun: Underground,30-04-2024,2349,14.99,25998.0,4.073246333939646,91,Indie,CobraTekku Games,Turtle Knight Games,2206240
Populous™: The Beginning,07-03-2024,13253,4.99,25991.0,7.955810905167381,90,AAA,Electronic Arts,Bullfrog Productions,2616430
Dungeons and Robots,23-01-2024,6096,8.99,25961.0,3.345569342795724,44,Indie,Glow Games Studio,Glow Games Studio,386650
東方幻想魔録W ～ The Devil of Decline,28-03-2024,971,29.99,25957.0,33.79966654377854,95,Indie,mebius.,ハチクマソフト,2250790
Astor: Blade of the Monolith,30-05-2024,1257,24.99,25886.0,6.763298604016614,76,Indie,"Versus Evil,tinyBuild",C2 Game Studio,1989320
Elf Discipline Ceremony,23-02-2024,3364,10.99,25798.0,1.317406278655748,69,Indie,072 Project,Flag shadow,2696060
Lord of Rigel,25-08-2024,1683,19.99,25727.0,15.755765649770373,64,Indie,Rhombus Studios,Rhombus Studios,437440
Coin Factory,21-06-2024,5722,4.99,25657.0,5.457562492504714,84,Indie,Lino Rabolini,Lino Rabolini,2992500
El Dorado: The Golden City Builder,17-06-2024,1832,17.99,25637.0,3.0580108439931446,66,Indie,"Gameparic,Games Incubator","Hobo Bunch,Gameparic",1451470
戦国ブシドー〜大野望の巻〜,16-07-2024,6549,0.0,25618.0,3.397036159430714,50,Indie,©︎ Kaiser (Overseas) Limited,©︎ Kaiser (Overseas) Limited,3038820
Oji-Mama/憧れのガチムチおじさんがボクだけのドスケベママになっちゃった❤,23-05-2024,1138,25.0,25605.0,1.589665166121501,100,Indie,SKSK団,SKSK団,2725330
Scorchlands,25-07-2024,2935,11.99,25601.0,4.906361017315902,95,Indie,Star Drifters,Ringlab,1090100
Amazing Grace -What color is your attribute?-,25-04-2024,1092,34.99,25577.0,12.860570848587352,94,Indie,Shiravune,Cabbage Soft,2553910
Beat Slayer,04-04-2024,1653,19.99,25573.0,4.566483504479899,95,Indie,"ByteRockers' Games,Paras Games",ByteRockers' Games,2089830
Reigns: Three Kingdoms,11-01-2024,11023,2.99,25568.0,9.394821914426831,52,AA,Devolver Digital,Nerial,2437040
Orrstead,06-03-2024,2404,12.99,25518.0,4.8784450445901175,85,Indie,IndividualKex,IndividualKex,693940
Just Another Night Shift,28-03-2024,4927,6.99,25488.0,3.699649889980997,93,Indie,RantaKoira,"RantaKoira,FinnGames",2331130
Worm Nest Plague,16-07-2024,4051,6.99,25484.0,5.962315535452199,93,Indie,ST Hot Dog King,ST Hot Dog King,2666590
TRAMCITY HAKODATE,04-01-2024,1888,14.99,25471.0,2.946587843328908,100,Indie,TRAMWORKS,TRAMWORKS,2614000
MAOUISHO:~ La Dolce Vita with Another World's Demon Lord~,09-08-2024,1238,24.99,25454.0,2.566796088307798,91,Indie,072 Project,ボウサバG,2602770
KAMLA,07-05-2024,4750,7.99,25205.0,3.201889765586553,93,Indie,Mad-Mantra Games,Mad-Mantra Games,2585270
Midnight Ramen,23-07-2024,2575,11.99,25107.0,3.010670659560389,99,Indie,Cointinue Games,Cointinue Games,2543030
Haruka Ao no Hanayome ni,09-08-2024,1235,29.99,25078.0,6.674226319823847,99,Indie,HIKARI FIELD,Lump of Sugar,2947230
Sherwood Extreme,29-04-2024,1589,19.99,25077.0,3.596430164747675,78,Indie,CAGE Studios,CAGE Studios,1340180
ESCAPE FROM BOYKISSER,10-02-2024,26650,1.99,25071.0,1.5818382138488385,84,Indie,akhsotoen,akhsotoen,2708280
Game Store Simulator,20-08-2024,6470,4.99,25070.0,4.17682057665008,84,Indie,Pex Entertainment,Pex Entertainment,2598930
Sex Universe [18+],11-05-2024,4485,9.99,25061.0,1.3838816447480855,72,Indie,Octo Games,Octo Games,2888360
Destiny Online,30-03-2024,3047,0.0,24986.0,128.7942781499453,82,Indie,Destiny10.com,Destiny10.com,2841010
"Girls on Campus, from Freshmen to Faculty, All Fall for Me!",15-08-2024,5650,6.99,24952.0,8.789299939559351,89,Indie,"Girls on Campus, from Freshmen to Faculty, All Fall for Me!","Girls on Campus, from Freshmen to Faculty, All Fall for Me!",3029990
Strayed,19-04-2024,1512,19.99,24912.0,21.136065774131144,77,Indie,Crustacean Interactive,Crustacean Interactive,2359470
UBOAT: The Silent Wolf VR,19-06-2024,1499,19.99,24828.0,2.313831093937943,67,Indie,Titan GameZ,Titan GameZ,1455390
Hatsune Miku - The Planet Of Wonder And Fragments Of Wishes,21-04-2024,1121,29.99,24809.0,2.202186541138209,66,Indie,KOMODO,Crypton Future Media,2477920
Dawnsbury Days,08-03-2024,5954,4.99,24711.0,5.791491841946118,98,Indie,Dawnsbury Studios,Dawnsbury Studios,2693730
Isabella: Chasing Shadows,21-06-2024,2663,11.99,24675.0,2.5932362730798477,92,Indie,Badtimetales,Badtimetales,2703180
CROPS!,17-07-2024,3684,7.99,24620.0,3.474930930601481,89,Indie,Bocary Studios,Bocary Studios,3057760
Skelethrone: The Chronicles of Ericona,07-08-2024,2106,14.99,24562.0,7.958073901311823,83,Indie,Valkyrie Initiative,70`Strike,2139840
Stellar Orphans,25-03-2024,1926,19.99,24519.0,13.103214310311111,75,Indie,Artifex Parvus,Artifex Parvus,1844130
Rumble Club,23-04-2024,33980,0.0,24402.0,9.2343461987409,75,Indie,Mad Mushroom,"Lightfox Games, Inc.",2639810
Acolyte of the Altar,25-03-2024,1540,19.99,24374.0,4.564088681505565,74,Indie,Black Kite Games,Black Kite Games,2288880
It was a human.,26-07-2024,5919,4.99,24206.0,1.635386691608368,79,Indie,GAMER Plan,Loser/s,2484160
Camp Canyonwood,26-02-2024,1890,19.99,24136.0,7.230023662650743,66,Indie,Graffiti Games,Deli Interactive LLC,1374170
Ashes of the Union,23-07-2024,2062,12.99,24106.0,6.128064856128352,82,Indie,700 Games Studio,700 Games Studio,3091390
SCP: Descent,20-03-2024,4272,6.99,24090.0,1.3734348998612604,58,Indie,Pixel Drip Games,Pixel Drip Games,2757220
ONE BTN BOSSES,06-08-2024,2454,11.99,24086.0,2.771675621037209,89,Indie,"Midnight Munchies,Outersloth",Midnight Munchies,1910600
The World of Gangs,16-04-2024,3344,7.99,23966.0,1.6007193284361896,56,Indie,Playmeow,Cosemen Gaming,1925040
Mareld,02-05-2024,4229,6.99,23913.0,7.149109966051024,93,Indie,Renka,Renka,2336580
Boldly Forward,07-02-2024,7022,3.99,23873.0,15.315030346177886,47,Indie,SmallMill,SmallMill,2758280
TV Studio Story,06-03-2024,3189,8.99,23794.0,7.569713766047223,93,Indie,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",2732020
NARIBIKIMURA,16-08-2024,2313,12.99,23719.0,1.7685553438239612,82,Indie,DorsalFin Studio,DorsalFin Studio,2693860
Kanna Maze,15-05-2024,8150,3.99,23718.0,3.6680798219231856,89,Indie,致意,致意,2876250
Mori Carta,25-03-2024,1627,14.99,23628.0,11.214485432444643,71,Indie,Nevergreen Games,Nevergreen Games,1570830
Machick,22-03-2024,3991,6.99,23624.0,4.499842553564392,91,Indie,No Serious Games,No Serious Games,2811200
Dünnes Eis - Das Spiel zum Song,16-05-2024,6564,3.99,23571.0,0.9798791592039828,100,Indie,"Lorke Records, Inh. Anne Baumann","Baumann Bergmann Pokinsson,Jan Baumann",2961990
Shell Runner,15-07-2024,1956,14.99,23560.0,1.8436645614622276,65,Indie,indie.io,Reija,2622280
Memories Off,31-01-2024,3003,9.99,23373.0,7.253682427332118,93,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,675610
11F,19-04-2024,3998,8.99,23351.0,1.318908909352338,83,Indie,PUMPKIM,PUMPKIM,1847120
Closer the Distance,01-08-2024,1414,19.99,23329.0,4.338909136652807,92,AA,Skybound Games,Osmotic Studios,1991300
Messy Up,13-06-2024,3563,7.99,23195.0,3.766875545151142,86,Indie,"Liquid Meow,Athenes game",Liquid Meow,2572560
Memories Off6 T-wave,31-01-2024,1976,14.99,23150.0,6.966698098251904,98,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184580
Trash of the Titans,29-05-2024,3282,8.99,23097.0,6.117247158799763,98,Indie,Thayer and Back Again,Thayer and Back Again,2450400
You are Peter Shorts,10-05-2024,1872,14.99,23078.0,4.081238052224595,90,Indie,ondydev,ondydev,2352640
The Corpsmen,06-09-2024,1558,19.99,23047.0,5.533476840841409,59,Indie,Multicell Games,Multicell Games,1571960
Tank Operations: European Campaign,26-02-2024,2520,19.99,23043.0,37.79769683862818,85,Indie,2tainment GmbH,Linked Dimensions,844860
Wife of My Boss,04-05-2024,7011,4.99,22990.0,0.8192399888945472,67,Indie,Love Seekers,Love Seekers,2143980
Dragons Legacy,26-03-2024,5086,4.99,22960.0,20.90752054042036,77,Indie,Beawesome Games LLC,Beawesome Games,2520410
Sarah's Adventure: Time Travel,25-06-2024,28251,0.0,22916.6017927192,59.72976019596694,87,Indie,NUTS POWER ONLINE ENTERTAINMENT LIMITED,NUTS POWER ONLINE ENTERTAINMENT LIMITED,2994430
CorpoNation: The Sorting Process,22-02-2024,2451,12.99,22893.0,5.269078475631346,84,Indie,Playtonic Friends,Canteen,2159960
Fallen Saint Yhoundeh,31-05-2024,2395,12.99,22844.0,3.7476450541717714,70,Indie,Kagura Games,MOEKOUBOU,2864860
Neon Tail,16-02-2024,2679,24.99,22808.0,4.141155275797389,90,Indie,Rocket Juice Games,"Fei,Leo,Yang",1126270
Far Lands,19-01-2024,2677,24.99,22800.0,7.691365522489354,69,Indie,Scalpel Softworks,Scalpel Softworks,1500940
Welcome to Paradise Island,30-08-2024,2112,14.99,22790.0,2.7517675969656303,80,Indie,Kagura Games,Resta!,2790680
Loopstructor,07-08-2024,5508,4.99,22701.0,6.452068776829051,87,Indie,Pone Games,Pone Games,2726870
Brocula,09-05-2024,1336,19.99,22581.0,2.113117699239853,51,Indie,Destroyer Doggo,Destroyer Doggo,1364740
Songs Of Death,30-07-2024,3966,6.99,22568.0,4.412881401957557,86,AA,Lightning Games,"DreamStep,Wild Kid Games",2276420
Buckshot With Friends,19-02-2024,6685,3.99,22509.0,0.6779560081356253,52,Indie,yythgim,yythgim,2808270
Lilja and Natsuka Painting Lies,24-07-2024,1085,22.99,22449.0,8.273406759307356,100,Indie,"Frontwing USA,Bushiroad Inc.",Frontwing,2840900
ERO TRAP DUNGEON ROGUELIKE,10-07-2024,1662,14.99,22422.0,8.865400663776798,81,Indie,Ketchup AjiNo Mayonnaise,Ketchup AjiNo Mayonnaise,3016750
Deck of Souls,20-06-2024,2482,10.99,22371.0,4.267184962289173,92,Indie,HeroCraft PC,Bigboot Studios,2088770
灵境·修仙界,21-06-2024,2241,9.99,22360.0,8.868584048963351,87,Indie,深圳市灵境互娱科技有限公司,深圳市灵境互娱科技有限公司,2799930
Stigma-ARIA,06-09-2024,1621,16.99,22306.0,1.6886304185764434,85,Indie,072 Project,イシコロドウ,2710010
GraalOnline Era,16-02-2024,21644,0.0,22299.0,41.29361977737224,71,Indie,Toonslab,GraalOnline,2358050
HAELE 3D - Hand Poses Lite - Drawing References,03-06-2024,1659,17.99,22288.0,8.81586618253196,94,Indie,HAELE 3D,Ige Olwen,2570230
EarthRoyale,29-04-2024,3874,7.99,22222.0,14.733386912432897,89,Indie,Lizzycat / Lizabeth Gidlund,Lizzycat / Lizabeth Gidlund,2016220
Dread Weight,29-07-2024,2368,14.99,22137.0,3.2817103996906525,88,Indie,Deer Dream Studios,Deer Dream Studios,2399060
Secret Archives,27-02-2024,1678,15.99,22129.0,6.1555814515617016,71,Indie,Juice Game,Juice Game,2374660
Thyria,29-02-2024,1629,15.99,22099.0,2.4855804216069157,94,Indie,GrabTheGames,Twokats,1608590
Z.O.N.A: Origin,26-08-2024,1444,19.99,22080.0,2.8680074794101267,87,Indie,AGaming+,AGaming+,2539520
ATTA -Spot the Oddities in the Strange Hotel-,27-02-2024,5245,4.99,22014.0,1.082875751602164,84,Indie,IDEA FRUITION,IDEA FRUITION,2827450
鬼打墙（剧情版）,05-01-2024,3120,5.99,21939.0,2.69150452328492,76,Indie,KX GAMES,KX GAMES,2642700
ワールド・ネバーランド２～プルト共和国物語～EXPERIENCE OF FICTION LIFE,15-05-2024,1272,24.99,21939.0,11.069183354999083,61,Indie,althi Inc.,althi Inc.,682550
Setteeh,02-08-2024,3282,7.99,21898.0,1.3897732481642742,80,Indie,MonsterAttack,MonsterAttack,1566450
Kepler-2100,30-03-2024,14511,0.0,21880.59479904341,11.962925149409008,85,Indie,NCARD,NCARD,2758490
Puffin Planes,04-09-2024,2371,11.99,21744.0,4.6004950243556255,97,Indie,CATINRAIN LLC,CATINRAIN LLC,2897240
Pomberito,24-06-2024,4850,5.99,21719.0,1.3284726049688569,96,Indie,Lara the Pitbull,Lara the Pitbull,2761100
Tales of Morrow,08-03-2024,1945,14.99,21703.0,1.6933739092815248,53,Indie,GameMechanic,GameMechanic,1783620
Sassy Girl,19-01-2024,2503,9.99,21685.0,6.087152285368983,89,Indie,Hematite,Hematite,2471650
Hot & Lewd: Miami,15-06-2024,3903,9.99,21653.0,1.837841333011866,90,Indie,Lust Desires 🖤,Lust Desires 🖤,2998880
Pape Rangers,09-08-2024,6638,3.99,21651.0,7.845511818942673,79,Indie,OKJOY,Pape Game Studio,2812820
XF Extreme Formula,11-06-2024,1297,19.99,21606.0,2.9671380126113203,91,Indie,Feperd Games,Feperd Games,2539910
Memories Off Yubikiri No Kioku,31-01-2024,1854,14.99,21592.0,18.650094806529008,95,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184590
School Owner,03-02-2024,1716,19.99,21499.0,1.1578302864255443,25,Indie,Owner Games,Owner Games,946670
Secret Toy,21-06-2024,4394,5.99,21479.0,1.102217235887383,80,Indie,Momentum Games,Momentum Games,2961330
Forgotten Mines,23-07-2024,3480,7.99,21461.0,9.430847817976847,86,Indie,Ishtar Games,Cannibal Goose,2238630
Lords of Exile,14-02-2024,1821,14.99,21402.0,3.511245575779184,82,Indie,"PID Games,PixelHeart",Squidbit Works,1329360
Real Anime Situation! 2,24-06-2024,1143,24.99,21364.0,3.731710094144288,93,Indie,Shiravune,Jitaku Studio,2361760
The Renovator: Origins,13-07-2024,2497,9.99,21283.0,2.9416790482101822,84,Indie,Peace_Studio,Peace_Studio,1917550
Necromantic,22-05-2024,3418,6.99,21260.0,3.281627291746506,70,Indie,Blinkmoon Games,Blinkmoon Games,2615010
PATHOGEN X,21-07-2024,2112,11.99,21168.0,1.3331959637848445,85,Indie,BraveCat'Studios,BraveCat'Studios,2508980
SCP: EVENT CLASSIFIED,26-04-2024,2860,9.99,21162.0,2.122494912582087,51,Indie,Archotech,Archotech,1955030
Thunder Helix,21-03-2024,1288,19.99,21156.0,1.9613457118119384,95,Indie,David Walters,David Walters,1906230
Cursed Crew,26-02-2024,1175,20.0,21150.0,4.767937651494179,90,Indie,Cracklewock Games,Cracklewock Games,1839760
Cat Bait,27-08-2024,5213,4.99,21106.0,2.071326611078255,98,Indie,Mayni prod.,Mayni prod.,2929730
Deathwish Enforcers Special Edition,14-02-2024,1489,19.99,21086.0,1.8973010379519115,87,Indie,Monster Bath Games Inc.,Monster Bath Games Inc.,2683030
The Wandering Corinne,18-07-2024,2891,8.99,21082.0,0.8045601102659825,54,Indie,"Mango Party,Mango Party News",ankoku marimokan,2311840
Dungeon Looter,13-05-2024,3205,11.99,21067.0,6.277106142414517,78,Indie,Wappen Games,Wappen Games,1228320
Lucky Mark,19-04-2024,2505,9.99,21066.0,9.75066144618542,58,Indie,Super Alex,Super Alex,2450720
Orc Covenant: Gay Bara Orc Visual Novel,21-08-2024,864,29.99,21022.0,3.866109872579943,75,Indie,Y Press Games,Y Press Games,2243570
Champion Shift,21-06-2024,4526,6.99,20955.0,6.620098839383692,79,Indie,SRG Studios,SRG Studios,2391900
Megacopter: Blades of the Goddess,21-06-2024,1684,15.99,20946.0,3.6305644517099647,95,Indie,Pizza Bear Games,Pizza Bear Games,1228360
DYSCHRONIA: Chronos Alternate - Dual Edition,27-03-2024,725,34.99,20922.0,6.30918045112899,92,Indie,IzanagiGames,"IzanagiGames,MyDearest Inc.",2023920
Claw Machine Sim,28-03-2024,3896,6.99,20723.0,2.884454204670071,94,Indie,Unechte Sachen,Unechte Sachen,2456120
Memories Off #5 Togireta Film,31-01-2024,1778,14.99,20674.0,7.263979319440968,91,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184570
Superscout,18-07-2024,128010,17.99,1868809.0,5.23063358629639,94,Indie,Mountain&Sea Studio,Mountain&Sea Studio,2862610
Lightyear Frontier,19-03-2024,93838,24.99,1847587.0,8.312387984973132,0,Indie,"Amplifier Studios,FRAME BREAK","FRAME BREAK,Amplifier Studios",1677110
Thriving City: Song,29-05-2024,148108,18.99,1847579.0,15.121941903658618,83,Indie,IndieArk,White Star Studio,1956800
Living With Sister: Monochrome Fantasy,22-03-2024,230496,12.99,1838206.0,10.709267200266146,97,Indie,Kagura Games,Inusuku,2429860
Dune: Imperium,13-03-2024,92464,22.99,1775842.0,22.899198444110745,97,Indie,Dire Wolf,Dire Wolf,1689500
Chinese Online Game,18-07-2024,208103,9.99,1772844.0,7.568376324435929,74,Indie,Wise Games,648工作室,1416920
The Thaumaturge,04-03-2024,71142,34.99,1756839.0,11.232274598965626,0,AA,11 bit studios,Fool's Theory,1684350
Dungeonborne,18-07-2024,1121214,0.0,1753880.0,24.476678329900466,66,Indie,Mithril Interactive,Mithril Interactive,2448970
Feed the Cups,20-02-2024,159951,15.99,1743322.0,36.464209005006985,89,Indie,IndieArk,Vambear Games,2336220
Astral Party ,28-02-2024,566827,0.0,1737265.0,17.734904098734024,51,Indie,Neverland Entertainment,STAR ENGINE PROJECT,2622000
LOCKDOWN Protocol,22-07-2024,193552,9.99,1736582.0,9.475271119605496,0,Indie,Mirage Creative Lab,Mirage Creative Lab,2780980
BMX Streets,04-04-2024,48276,39.99,1733797.0,21.337095692495044,78,Indie,Mash Games,Mash Games,871540
Cataclismo,22-07-2024,76717,29.99,1717400.0,12.39071140707249,94,AA,Hooded Horse,Digital Sun,1422440
Incursion Red River,10-04-2024,115857,16.99,1668116.0,9.613570700274808,76,Indie,Games Of Tomorrow GmbH,Games Of Tomorrow GmbH,2116120
The Lord of the Rings: Return to Moria™,27-08-2024,92326,24.99,1661037.0,10.060536961497332,0,Indie,North Beach Games,Free Range Games,2933130
Nordic Ashes: Survivors of Ragnarok,26-04-2024,353950,8.99,1644179.0,18.57573295137028,88,Indie,Noxfall Studios,Noxfall Studios,2068280
Out of the Park Baseball 25,15-03-2024,45474,49.99,1640362.0,85.41960491706307,86,Indie,Out of the Park Developments,Out of the Park Developments,2384620
City Bus Manager,25-06-2024,65165,29.99,1624986.0,40.77171704318191,91,Indie,Aerosoft GmbH,PeDePe GbR,1364210
Tactical Breach Wizards,22-08-2024,96174,19.99,1596416.0,8.635183318565998,98,Indie,Suspicious Developments,Suspicious Developments Inc,1043810
Rusty's Retirement,26-04-2024,278210,6.99,1585093.0,36.76470154540171,97,Indie,Mister Morris Games,Mister Morris Games,2666510
Into the Radius 2,24-07-2024,48362,39.99,1568855.0,5.694623316030681,76,Indie,CM Games,CM Games,2307350
ContractVille,31-05-2024,89691,19.99,1568853.0,17.97238271388152,80,Indie,FiftyEight Studios,MYM Games Studios,2698780
INDIKA,02-05-2024,77092,24.99,1561494.0,2.923114750999736,90,AA,11 bit studios,Odd Meter,1373960
Town of Sins,25-03-2024,73052,0.0,1560133.0,17.596491244347778,57,Indie,Nutaku Publishing,Hooligapps,2449710
SAND LAND,25-04-2024,31923,59.99,1554073.0,17.893528957999578,91,AA,Bandai Namco Entertainment Inc.,"ILCA, Inc.",1979440
Avatar: Frontiers of Pandora™,17-06-2024,39220,69.99,1554033.0,20.076900060781632,64,AAA,Ubisoft,Massive Entertainment – A Ubisoft Studio,2840770
ENDER MAGNOLIA: Bloom in the Mist,25-03-2024,92755,19.99,1547770.0,2.339783382795594,98,Indie,Binary Haze Interactive,"Adglobe,Live Wire",2725260
