text,sentiment
holy  where did all my time go   has sucked away my life and wasted a whole week i wish i had more self control,negative
 we watched the today show we didnt see you though,negative
Pub crawling through NE pdx,neutral
My cat died of kidney failure during my math test  This day needs to get better,neutral
Waaaaaaaa they kicked us out of the bank Getting it until monday  OMG Chilito,negative
is going to be in Cincinnati all day Sundayvisitin with an old friendbrother from Korea then a date with someone special,positive
Just got home from Staceys lovely wedding,positive
probably going to miss Silverstones race again this season in iRacing  so sad   this track is pure laser scanned awesomeness,neutral
 i couldnt eat all my nuggets  finish them for me,neutral
Its Friday But its only Friday morning Ugh,negative
  Linda  What do you mean by your last post  It doesnt sound good,negative
 working my  weekend is over aah well another one coming in  weeks,neutral
 thanks I couldnt find a way around it on iTunes though found a little app called Switch that did the job nicely,positive
 hi Lyndon  if you get this before  Monday  May  i have mail for you from  via Tasmania DM me,neutral
 haha kk tell me when u remember,neutral
Ordering pizzas watching Diggnation trying out Tweetdeck All is good,positive
 Hehe,positive
 Im sorry youre not having the best day  neither am I though  Are you working tonight,negative
at homeeboring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,neutral
 Awww its still not the same  Im going to have a look though,neutral
Eating at Zippys with candace,neutral
 nope  but the  looks super sweet,positive
is watching two  a half men work experience again tomorrow,neutral
Just dropped my new mobile down the loo  Fingers crossed it works as I still have  left on the contract,positive
Cant wait to come home I miss my Bubba Too bad my parents are taking him to Canada,neutral
 George B Shaw apparently wrote  words a day Sure practice works the more you do the more it comes as  nature,neutral
 I can understand,positive
 Ahh thats fun  I had work last night a party after went to the movies today to see Wolverine Was a good weekend,positive
Ive been dead the past  daysthe flu sucks,negative
  dont make me sad i do agree tho it does need some more of SAs magical lyrics,negative
Here comes the sun here comes the sun and I say its all right,neutral
WOOT favourtie well second favourite episode just came on TOW ross and rachel  you know,positive
 looks to be a great morning already,positive
 haha  Thanks,positive
At LA Fitness at work right nowpretty busy morning,neutral
omg   i found it  thnx,positive
for the gays i only made  tonight,neutral
Rest in peace marshall,negative
my life is so exhilerating  family kingdom is such a good summer sport and so is swimming in the ocean at night with kristin,positive
 we are all so proud of you I am seriously thinking of joining you next year Got to get training,positive
Im not going to lie Im loving the Ace of Cakes  wooop LOST,positive
 morrissey will cure you  I am jealous but not in a slash your tyres way just in a hope you enjoy it wish I cuold go way,neutral
Haha I just won a  bet I settled for   Not bad,positive
Thinking about Con Law fighting a headache  Paying bills,neutral
 Good Morning and thanks for the Retweet,positive
leather jacketsuncomfortablenot my thing,negative
 We all need that simple reminderthx,positive
is  happy  cause  my  voice  is  back  ,positive
Kill me now Im so sick    n its Friday night,negative
i guess ill do both since i cant really decide which one to choose,neutral
playing pet society,neutral
 Something like that,neutral
think i may have broke a toe at the bar tonightthanks drunk girl for steppin all over me,negative
 Lol I Sed Want to Not Ach Dress Up For No Reason Pleaseeeeeeeeeeeeee Im Bored  Lol,negative
 Oh lovely  that is one thing Mums are great at Sounds yummy  You are makin me hungry here lol p,positive
Good night everybody i love u Phillip XO,positive
 Yes Im originally from Argentina And very mystic about that  Ã¯Â¿Â½ bientÃ¯Â¿Â½t de te lire Quincy,neutral
Oh MAN  I was going to connect my old school Nintendo to play mario games And is not in the bag I gotta search for it,negative
IDIOTattoveliden Thnks for the follow Tove  ddoodm IDIOT,neutral
 Did you get your free chocolate I still havent gotten my email,neutral
 cool thanks for the response  Ill check out that Firefox,positive
 good morning sunshine sleepytown is sleepy,positive
 Yeah its the Ford Focus Titanium you only get the helicopter add on with the topend luxury models unfortunately,negative
Ive worked my finger tips bare today coding But we got there,neutral
I need to be sleeping But im not even tired,neutral
 Hehe Yeah me too  or I would totally write it XD,neutral
Sgt Hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for Sgt Ski,neutral
  and that includes the chotachota stuff released by Reflexie Arcade too,neutral
my followers went from  to   id follow you back but i cant do anything till i get interwebnet I want more followers Im interesting,positive
 DAMMIT lets have a private session,negative
Photo Great night  ,positive
bbA Ooh nice  Well I guess not nice at the moment being windy and rainy But I like rain,positive
  but i love your haaaaair,positive
 awww poor jayk  try to make the drive funand eat something soonhave a great show tonight i wish i could goi live too far,neutral
I think Im about to break my own heart as emo as that sounds meh,negative
I need to play inFamous Wheres a free Blockbuster rental coupon when you need one I miss that Coke Reward,negative
Sickkkk  and I need ,negative
 i am going to fail my art final FML this was by far the worst semester of my life school wise otherwise it was the best,neutral
Somehow my alarm became an hour fast and I came to realize it as I was leaving the house It feels good having an early start,positive
Seriously I dont like girls,negative
This is fun   haha re guy from all American rejects looks like hes on crack,positive
Time to wind down and relax a little  I can only change the world a little through Twitter each evening  The rest will be up to others,neutral
 We dont have either of those here,neutral
